osm_id,lat,lon,name,amenity,historic,railway,aeroway,highway,tourism,leisure,religion,place,craft,shop,cuisine,diet_gluten_free,diet_gluten_free_only,diet_vegetarian,opening_hours,phone,website,wikipedia,wikidata,wikimedia_commons,image,country_code,macro_categoria,sotto_categoria,is_gemma,descrizione_ai,audio_guide_url
4790807648,44.0790906,10.0976833,Caffetteria Leon D'oro,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4790808749,44.0800081,10.0981103,Grizzly 2.0,restaurant,,,,,,,,,,,regional;italian;sandwich,,,,,+39 339 2647916,https://www.grizzlyduepuntozero.it/,,,,,IT,locali,ristorante,false,Tel: +39 339 2647916. ,
4790808823,44.0798186,10.0980583,Bar illy,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4790809435,44.0798712,10.0980753,Grizzly Pub,pub,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4815130238,44.0791453,10.097313,,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
4815193097,44.0789368,10.0990118,Pizzeria Tognozzi,fast_food,,,,,,,,,,,,,,,,+39058571750,,,,,,IT,locali,ristorante,false,Tel: +39058571750. ,
4815199285,44.0789156,10.0991271,Casa Della Lana,,,,,,,,,,dressmaker,,,,,,,,,,,,,IT,esperienze_locali,artigianato,false,,
4815254221,44.0798183,10.0990532,Le follie di Ciccio,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
4815276952,44.0801607,10.0983963,Farmacia Serafini snc,pharmacy,,,,,,,,,,,,,,,,+39 0585 77 67 78,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 77 67 78. ,
4815384095,44.0789964,10.0976195,Merope's SteakHouse Bisteccheria,restaurant,,,,,,,,,,,,,,,,+39 0585 776961,http://osteriamerope.it,,,,,IT,locali,ristorante,false,Tel: +39 0585 776961. ,
4815384412,44.0784343,10.0974418,La Capinera,restaurant,,,,,,,,,,,,,,,"Mo-Sa 12:00-15:00, 19:30-22:30",+39 0585 74294,,,,,,IT,locali,ristorante,false,"Orari: Mo-Sa 12:00-15:00, 19:30-22:30. ",
4815384413,44.0785502,10.0973425,Dalla Zaira,,,,,,,,,,,deli,,,,,,,,,,,,IT,esperienze_locali,gastronomia,false,,
4815384420,44.0787082,10.0971387,Farmacia Babboni Dr. Giovanna,pharmacy,,,,,,,,,,,,,,,,+39 0585 71778,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 71778. ,
4815415566,44.0789834,10.0971767,Roma,restaurant,,,,,,,,,,,,,,,,+39 366 271 5171,,,,,,IT,locali,ristorante,false,DELIBERAZIONE DELLA GIUNTA COMUNALE N° 419 del 27 dicembre 2022,
4815415568,44.0785437,10.0964522,Pizzeria al teatro,restaurant,,,,,,,,,,,,,,,,+39 0585 775170,,,,,,IT,locali,ristorante,false,pizze a domicilio,
4815429787,44.0787303,10.0985817,Ristorante Rebacco,restaurant,,,,,,,,,,,,,,,,+39 0585 776778,http://ilrebacco.com,,,,,IT,locali,ristorante,false,cibi e bevande,
4815429791,44.0789529,10.0981914,Pizzeria Gladius,fast_food,,,,,,,,,,,pizza,,,,,+39 334 762 7451,,,,,,IT,locali,pizza,false,Tel: +39 334 762 7451. ,
4815677439,44.0793291,10.0987807,,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4815691571,44.079524,10.0983957,,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
4816033676,44.0790787,10.0969043,Circolo Dei Baccanai,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
4818180655,44.0622177,10.083804,La fenice,restaurant,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
4818184992,44.0585583,10.086088,Pizzeria Mariotti,restaurant,,,,,,,,,,,pizza,,,,,+39 0585 843731,,,,,,IT,locali,pizza,false,Tel: +39 0585 843731. ,
4818500577,44.0846564,10.1425604,"Fossacava, Tagliate Romane",,quarry,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
4821428804,44.0787773,10.0988813,,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4827105548,44.0618478,10.0840198,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827105549,44.0610053,10.0818394,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827119426,44.0639691,10.0703235,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827132025,44.0551081,10.0517106,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827132026,44.0530304,10.0500509,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827152275,44.078026,10.0963645,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827152276,44.0796701,10.0977956,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827152278,44.0788088,10.1000031,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827152279,44.0791325,10.1002096,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827152280,44.0797532,10.0995044,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827164740,44.0939009,10.1038292,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827164741,44.0942881,10.103917,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827223131,44.1130905,10.0739235,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4827255766,44.0925104,10.0917628,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4829367360,44.1197508,10.1218627,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4830425811,44.057254,10.0730921,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4830428442,44.0620395,10.0510241,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4830862753,44.078498,10.0990718,Mazzini,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
4830866349,44.0781748,10.0963168,Gramsci,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
4832771533,44.0640135,10.0771198,Bar Franco,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4832771534,44.0642927,10.0774013,Pizzeria El Sud,fast_food,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
4832856015,44.0599628,10.0689375,Circolo A.S.D. La Miniera,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4832856017,44.0628156,10.072059,Bar Caprice 2,ice_cream,,,,,,,,,,,,,,,,,,,,,,IT,locali,gelateria,false,,
4832857313,44.0579296,10.0897494,Pizzeria Blackout,restaurant,,,,,,,,,,,pizza,,,,,+39 333 9422489,,,,,,IT,locali,pizza,false,Tel: +39 333 9422489. ,
4832857314,44.0568346,10.0738019,Caffe' Des Villes,bar,,,,,,,,,,tobacco,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4832873441,44.0707225,10.0903063,Bar Emilio,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4832890412,44.0647179,10.0735833,Pizzeria Take Away,restaurant,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
4832906719,44.0693034,10.0805475,Caffe Dell'Amico,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4832906721,44.0691962,10.0802494,Pizzeria Gnam Gnam,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
4832906723,44.0692551,10.0813396,Bar Volpi,bar,,,,,,,,,,,,,,,Mo-Sa 05:15-20:00; Su 07:00-13:00,,,,,,,IT,locali,bar_caffe,false,Orari: Mo-Sa 05:15-20:00; Su 07:00-13:00. ,
4832906724,44.069541,10.0811458,Farmacia Ugurgieri,pharmacy,,,,,,,,,,,,,,,,+39 0585 842902,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 842902. ,
4832906725,44.0702763,10.0876111,La Fabbrica,restaurant,,,,,,,,,,,pizza,,,,,+39 0585 845301,,,,,,IT,locali,pizza,false,Tel: +39 0585 845301. ,
4834337960,44.0525524,10.0693926,Extra,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
4834338574,44.0537952,10.0610352,Sonia,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4834338575,44.0533294,10.0604932,Re Gambrinus,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4834363860,44.0521887,10.0595912,Foto Studio Reflex,,,,,,,,,,photographer,,,,,,,,,,,,,IT,esperienze_locali,artigianato,false,,
4834363861,44.0521045,10.0594038,Caffetteria Chantal,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4834418495,44.0507966,10.0534493,Pizza Power,restaurant,,,,,,,,,,,pizza,,,,Mo-Su 18:00-22:30,+39 320 043 3203,,,,,,IT,locali,pizza,false,Orari: Mo-Su 18:00-22:30. ,
4834418500,44.0521979,10.0520959,Farmacia Comunale La Prada,pharmacy,,,,,,,,,,,,,,,,+39 058553161,,,,,,IT,utilita,farmacia,false,Tel: +39 058553161. ,
4834418501,44.0523752,10.0518025,Silvan Bar Tabacchi,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4834418505,44.0528105,10.0506516,Tentazioni golose,ice_cream,,,,,,,,,,,,,,,,,,,,,,IT,locali,gelateria,false,,
4847186206,44.0828964,10.1077995,Belvedere,,,,,,viewpoint,,,,,,,,,,,,,,,,,IT,monumenti,panorama,false,,
4916909374,44.0769196,10.0979282,Yi Fan,restaurant,,,,,,,,,,,chinese,,,,,,,,,,,IT,locali,ristorante,false,,
4916909382,44.0766513,10.0975571,Bar Nazionale 1931,cafe,,,,,,,,,,,,,,,,+39 0585 71718,,,,,,IT,locali,bar_caffe,false,Tel: +39 0585 71718. ,
4916993470,44.0776211,10.1000517,La petite cuisine,restaurant,,,,,,,,,,,,,,,,+39 0585 70226,,,,,,IT,locali,ristorante,false,"antipasti, primi e secondi piatti, bevande",
4916993474,44.0776827,10.0999675,Enoteca La vinaccia,pub,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,"panini, focacce e similari",
4917003255,44.076109,10.0990111,Pizzeria margherita,restaurant,,,,,,,,,,,,,,,,+39 0585 71728,,,,,,IT,locali,ristorante,false,"pizze, focacce, farinata",
4917059981,44.076625,10.1024441,Farmacia Bonvini,pharmacy,,,,,,,,,,,,,,,,+39 0585 73 654,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 73 654. ,
4917077030,44.0788187,10.1020705,Bar Marco Coffee & Lunch,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4922418978,44.0600346,10.085065,Gelateria Trilly,ice_cream,,,,,,,,,,,,,,,,+39 333 7022000,,,,,,IT,locali,gelateria,false,gelateria consegnamo a domicilio il mercoledì e il sabato,
4923630572,44.0508418,10.058108,EL Rey Ristorante Messicano,restaurant,,,,,,,,,,,mexican,,,,,+39 0585 51554,,,,,,IT,locali,ristorante,false,cibi e bevande,
4923650594,44.0502279,10.0574125,Baba,fast_food,,,,,,,,,,,kebab,,,,,,,,,,,IT,locali,ristorante,false,,
4923650600,44.050373,10.0575879,Bilocale Bar,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
4928326451,44.076022,10.093009,Bisteccheria Tognozzi,restaurant,,,,,,,,,,,"italian, meat",,,,,+39 0585 74201,,,,,,IT,locali,carne,false,Tel: +39 0585 74201. ,
4930725604,44.0671528,10.0830604,Broken Bridge,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
4932361858,44.0761644,10.1027653,L'angolo della bistecca,restaurant,,,,,,,,,,,italian,,,,,,,,,,,IT,locali,ristorante,false,,
4932361860,44.0761455,10.1027396,Panigacceria Yoghi e Bubu,fast_food,,,,,,,,,,,panigacci,,,,,,,,,,,IT,locali,ristorante,false,,
4933284464,44.0628297,10.0758544,Enoteca La cantinetta,,,,,,,,,,,wine,,,,,,+39 0585 840110,,,,,,IT,esperienze_locali,gastronomia,false,vini e distillati,
4934132642,44.0519816,10.0592716,Parafarmacia,pharmacy,,,,,,,,,,,,,,,,,,,,,,IT,utilita,farmacia,false,,
4934376476,44.0770134,10.0975461,Parafarmacia Apuane,pharmacy,,,,,,,,,,,,,,,,,,,,,,IT,utilita,farmacia,false,,
4934402278,44.0779134,10.0991584,,ice_cream,,,,,,,,,,,,,,,,,,,,,,IT,locali,gelateria,false,,
4942390174,44.0681526,10.0822486,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
4954592769,44.0558973,10.0634254,Monumento a Gaetano Bresci,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
4988728941,44.0531517,10.054107,Dolce momento,cafe,,,,,,,,,,,,,,,,+39 329 9836697,,,,,,IT,locali,bar_caffe,false,prodotti alimentari in genere,
5027138685,44.0778116,10.1143717,Farmacia delle Apuane,pharmacy,,,,,,,,,,,,,,,,+39 0585 779010,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 779010. ,
5047015429,44.0578568,10.0858964,Salsero,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5058065169,44.0762138,10.098586,,fast_food,,,,,,,,,,,kebab,,,,,,,,,,,IT,locali,ristorante,false,,
5058074139,44.075914,10.0977152,bar enoteca Europa,bar,,,,,,,,,,,,,,,,+39 0585 777097,,,,,,IT,locali,bar_caffe,false,Tel: +39 0585 777097. ,
5058074141,44.077179,10.0982226,Bar Roma,cafe,,,,,,,,,,,,,,,,+39 0585 73 757,,,,,,IT,locali,bar_caffe,false,Tel: +39 0585 73 757. ,
5058074145,44.0769304,10.0975042,Bar Arlecchino,cafe,,,,,,,,,,,,,,,,+39 0585 284923,,,,,,IT,locali,bar_caffe,false,Tel: +39 0585 284923. ,
5081291907,44.0769856,10.0979565,Bar La Borsa,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5081291908,44.0773841,10.098497,Bar Crema,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5130923320,44.0527065,10.0504925,Caffè Bjux,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5167614114,44.0772288,10.0958012,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
5190699034,44.0773719,10.0978284,Farmacia Santa Maria,pharmacy,,,,,,,,,,,,,,,,+39 0585 70225,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 70225. ,
5192969511,44.0774242,10.0985503,,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
5234776487,44.0760503,10.0962214,Pelle E Banana,,,,,,,,,,upholsterer,yes,,,,,,,,,,,,IT,esperienze_locali,artigianato,false,,
5318426250,44.0795754,10.1036029,Cafè de' Medici,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5366750961,44.0790313,10.0989525,Nome di Gesù,,wayside_cross,,,,yes,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,XVI secolo,
5366796965,44.0792658,10.0984244,architrave,,memorial,,,,yes,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,1707 ADI VINTI GENARO PER- SINO ALL SEDICI DI MAGIO EN Q- VESTA CHASA QVARTIER DE TODESCHI,
5366796966,44.0792677,10.0984278,Annunciazione,,wayside_cross,,,,yes,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,XVII secolo,
5366796967,44.0792629,10.0984382,Madonna di Montenero,,wayside_cross,,,,yes,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
5366818167,44.079795,10.0981345,Madonna della Misericordia,,wayside_cross,,,,yes,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
5367736186,44.0796113,10.0997941,Francesco Antonio Franzoni,,memorial,,,,yes,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,Qui nacque Francesco Antonio Franzoni,
5381448621,44.08278,10.091283,Fontana Fredda,restaurant,,,,,,,,,,,italian;mediterranean;pizza,,,,,,,,,,,IT,locali,pizza,false,,
5496778795,44.0641851,10.0773272,Pizza calda calda,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
5497154759,44.0505785,10.0608902,,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5497154769,44.0582226,10.0668515,Pizzeria da Dinetto,restaurant,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
5497154790,44.0682613,10.078167,Pizzeria focacceria da Dieghino,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
5498314605,44.0511891,10.062749,,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
5730485187,44.0760076,10.1028631,Monumento dedicato ai Caduti del Marmo,,monument,,,,,,,,,,,,,,,,,,,,,IT,monumenti,monumento,false,,
6105855063,44.0788188,10.1023273,Si Pizza e si va,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
6168556486,44.0898697,10.1333785,,toilets,,,,,,,,,,,,,,,,,,,,,,IT,utilita,bagni,false,,
6238524767,44.0770431,10.100723,Svizzerino,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6238524768,44.0770039,10.100816,Bar Giotto,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6307801045,44.0786439,10.0949752,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
6307802548,44.0812088,10.0972902,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
6307807063,44.0820556,10.1012794,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
6406326785,44.0803942,10.0990111,,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
6473408385,44.0798459,10.0989788,Vini da Pedroni,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6473546961,44.0789798,10.0971066,Animosi Caffè,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6731755190,44.0800966,10.1024901,Farmacia Comunale del Cavatore,pharmacy,,,,,,,,,,,,,,,,+39 0585 70050,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 70050. ,
6731855079,44.0982592,10.085851,Farmacia Rocino,pharmacy,,,,,,,,,,,,,,,,+39 0585 317000,,,,,,IT,utilita,farmacia,false,Tel: +39 0585 317000. ,
6746621599,44.0502263,10.0579999,Bar Centrale,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6778921895,44.0749265,10.0963179,Termoidraulica Borghini Snc,,,,,,,,,,plumber,,,,,,,,,,,,,IT,esperienze_locali,artigianato,false,,
6795476622,44.0774873,10.1000592,La Tavernetta da Franco,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
6795476623,44.0776131,10.1000729,Cybo,ice_cream,,,,,,,,,,,,,,,,,,,,,,IT,locali,gelateria,false,,
6795476624,44.0775788,10.0999179,,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
6797254786,44.0788883,10.1011815,Alì Babà,fast_food,,,,,,,,,,,kebab,,,,,,,,,,,IT,locali,ristorante,false,,
6797254788,44.079138,10.1015322,Bar Morelli,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6797286156,44.0783827,10.0988099,,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6797286158,44.0782698,10.0989474,Bar Nino,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,uova di cioccolato e capsule caffè,
6841375440,44.0632241,10.0719216,Euro Bar,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6841708347,44.063621,10.0760402,Bar da Roberto,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6841708348,44.0798962,10.1024901,,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
6841708349,44.0799087,10.1024901,,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6842584230,44.0555418,10.0508611,Bar Andrea,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6842605859,44.0788752,10.0948515,Location Jonny,bar,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6844047045,44.0751521,10.0977558,Bar Jolly,bar,,,,,,,,,,,,,,,,+39 0585 845688,,,,,,IT,locali,bar_caffe,false,Tel: +39 0585 845688. ,
6875507095,44.080438,10.1024896,dalla Pia,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
6875507096,44.080008,10.1024925,Rosticceria,fast_food,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
6887212947,44.0779583,10.0992104,Hop and Barley,pub,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
6982388034,44.0503445,10.0575534,Pizzeria da Doriano,fast_food,,,,,,,,,,,pizza,,,,,+39 0585 857 883,,,,,,IT,locali,pizza,false,Tel: +39 0585 857 883. ,
7029907768,44.0503619,10.0567498,Comservice,,,,,,,,,,electrician,,,,,,,,,,,,,IT,esperienze_locali,artigianato,false,,
7273782286,44.060706,10.0883195,Il cantinone,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
7274053374,44.0585039,10.086107,La bottega del vino,,,,,,,,,,,wine,,,,,,,,,,,,IT,esperienze_locali,gastronomia,false,,
7401913079,44.0778627,10.0992681,Mind the crepe,fast_food,,,,,,,,,,,crepe,,,,"Tu-Fr 12:00-15:00,18:00-23:55; Sa 18:00-23:55",,,,,,,IT,locali,ristorante,false,"Orari: Tu-Fr 12:00-15:00,18:00-23:55; Sa 18:00-23:55. ",
7414520497,44.0583266,10.0893017,Blackout,restaurant,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
7443745687,44.0566162,10.0739679,Bar Supernova,cafe,,,,,,,,,,,,,,,,,,,,,,IT,locali,bar_caffe,false,,
7444835327,44.0551096,10.0742627,Pizzeria Nuraghe,fast_food,,,,,,,,,,,pizza,,,,,,,,,,,IT,locali,pizza,false,,
7467135034,44.0795537,10.0988358,Hope,restaurant,,,,,,,,,,,,,,,,,,,,,,IT,locali,ristorante,false,,
7747015602,44.0976406,10.0871052,gragnana,drinking_water,,,,,,,,,,,,,,,,,,,,,,IT,utilita,fontanella,false,,
